disbursement_id,application_id,merchant_id,disbursed_amount,disbursement_date,interest_rate,term_months,repayment_schedule
77a12ef3-ad3c-4bb6-9ef9-d750cd262b9c,6246236b-8b3c-426c-95ab-f97fd945e82f,16c166d8-f489-4822-bce4-295938410143,166829.83,2025-10-02,0.1792,12,DAILY
d14ee169-1897-46e8-8ac9-0157240adb39,39f46fb5-6ac0-4f8b-ac43-78e3e413b1dd,60a0c25f-5c88-47d0-9671-64f27704d360,68537.49,2025-10-03,0.1814,12,WEEKLY
48904699-fa23-479d-9e56-668027365491,5a35e291-a2af-4f1b-990e-607183488395,a592711b-288f-46f7-a88e-7d9ff63ceaae,35341.74,2025-10-03,0.2326,6,WEEKLY
7ffb030e-e953-4d3c-8a1d-12dfe7f688cc,a7ae02c7-0103-4897-a525-9e64092e25aa,016fc6ee-3b44-4211-8fcc-e7e35df45aa7,79037.28,2025-09-17,0.1827,12,WEEKLY
7ffb030e-e953-4d3c-8a1d-12dfe7f688cc,a7ae02c7-0103-4897-a525-9e64092e25aa,016fc6ee-3b44-4211-8fcc-e7e35df45aa7,79037.28,2025-09-17,0.1827,12,WEEKLY
22f053d2-ea28-4266-801c-29f9f4417ae2,aba00111-238d-4503-92a5-34b5045a7084,16c166d8-f489-4822-bce4-295938410143,176522.98,2025-10-03,0.1217,9,MONTHLY
e61d0a3d-bdca-43ac-9784-7e31b581807d,c3743658-559d-4a7d-8bc6-c37e0158fa98,6d176db0-5b63-4501-9d7f-9ea20e932f67,75339.89,2025-10-03,0.0819,12,DAILY
8299f5e7-df08-4d33-a236-38aff8c53ce9,e9f1517f-9fb9-4270-b496-9809faec7edf,a5e74fdb-4543-40c8-a828-a7cd83c1603c,100364.36,2025-10-04,0.1823,9,DAILY
5c29cf80-1a0a-4f11-abd9-268b5b9acfda,f2f7014d-2c03-49e6-a313-7104d25f2c57,dfc854ce-179a-4bb8-8387-b9e65798dc42,138141.82,2025-10-02,0.1517,18,WEEKLY
cb2d0edd-1e50-4d97-ad51-302f22980dac,b08957f8-257e-444a-af5d-b53572949574,6d176db0-5b63-4501-9d7f-9ea20e932f67,69304.51,2025-10-04,0.2483,18,DAILY
