application_id,merchant_id,application_date,requested_amount,loan_purpose,application_status,credit_score,processing_time
3bd537c9-0d35-4890-8fb9-8ed935232a1e,e2817d4a-99c0-4e85-9c2f-7db9bb266202,2025-10-01,172106.34,PAYROLL,APPROVED,662,2025-10-01 02:49:00
e7b3b74d-385d-4c8c-80d7-a917ccc2d53b,9aa1c87c-8db2-4a9d-985b-a91e823478ad,2025-09-29,42865.57,WORKING_CAPITAL,REJECTED,466,2025-10-01 02:51:00
550e9979-21ec-42e5-a32f-5fc959827175,f298a6e2-9d19-485e-9105-8428569aa9d8,2025-09-30,196684.69,WORKING_CAPITAL,APPROVED,554,2025-10-01 02:17:00
fe7fe81f-d422-4cc9-9f53-53860c248d80,f31d7583-c53d-445b-b26d-d5f472b897b9,2025-10-01,215355.35,EXPANSION,PENDING,771,2025-10-01 02:22:00
0860c769-ca0d-46e9-9b44-25cc73bdb01e,2f5a56ec-ef1c-49d3-95a8-bb0b8551a8fd,2025-09-29,52316.80,EXPANSION,APPROVED,371,2025-10-01 02:49:00
59226705-1ac4-4d0c-8599-bf65a1125f65,b22eb926-c600-4168-a4b6-111f965b1f4a,2025-09-29,86131.72,PAYROLL,PENDING,567,2025-10-01 02:11:00
6e46a8c4-4010-457f-bd94-7e5b5df30e4d,417f49e6-cdde-4655-9ccb-90e7bf199e3f,2025-09-22,111468.12,PAYROLL,APPROVED,621,2025-10-01 02:27:00
ba33a559-86b2-47f0-be0a-87d5793315ea,6c712b76-41c2-4393-9da6-dcbbea3f1274,2025-09-29,51569.30,PAYROLL,PENDING,746,2025-10-01 02:00:00
ea468765-b67e-4773-a4f8-e3213bcfa80c,fef52cda-abe6-465d-978f-fe4eb71cf22a,2025-09-29,185574.23,EXPANSION,PENDING,741,2025-10-01 02:04:00
9193cc31-ba6f-4535-b437-fc7d61907a0a,60a0c25f-5c88-47d0-9671-64f27704d360,2025-09-29,225511.47,EQUIPMENT,APPROVED,718,2025-10-01 02:20:00
0b030c41-9264-4641-8840-3fa9159e4faa,4e5f2db8-b636-41c6-adf8-60900519c72d,2025-09-30,167907.71,PAYROLL,APPROVED,478,2025-10-01 02:39:00
7148440d-3bbd-4190-b992-db8180a32e79,4e5f2db8-b636-41c6-adf8-60900519c72d,2025-09-30,75293.86,EQUIPMENT,APPROVED,629,2025-10-01 02:29:00
4e79925d-e135-400e-a8a8-42e65b2c3330,b3c84659-c8c7-44b5-9a7a-620b2839b4f8,2025-09-29,46574.39,PAYROLL,PENDING,827,2025-10-01 02:42:00
1940b129-2cb3-494b-812f-05066fcbffd0,98ac8061-ff08-491e-9c1d-cd63b7212e1b,2025-09-30,60036.96,WORKING_CAPITAL,PENDING,325,2025-10-01 02:02:00
ad32f360-d629-498c-8f47-9aa1ac14a373,37d01890-da8d-4c77-9a87-f9d552c8a08d,2025-10-01,116576.96,EQUIPMENT,REJECTED,499,2025-10-01 02:45:00
a34daa70-1195-4f6a-b3db-14a84ccf9316,406e2076-2b6c-41f4-9249-01bd45744bea,2025-09-29,6358.48,EQUIPMENT,APPROVED,409,2025-10-01 02:49:00
0f123886-b7f1-446f-abaa-eb54a76456b3,ee484148-eea5-46f5-b5d2-4d3a99c3363c,2025-10-01,141564.42,WORKING_CAPITAL,REJECTED,424,2025-10-01 02:29:00
7c9ab02e-5971-4b1e-8609-a65c7a08e536,60a0c25f-5c88-47d0-9671-64f27704d360,2025-09-29,150885.82,PAYROLL,REJECTED,753,2025-10-01 02:39:00
457d610b-15b5-4558-aced-920a9b2c24db,4e5f2db8-b636-41c6-adf8-60900519c72d,2025-10-01,187195.58,WORKING_CAPITAL,APPROVED,565,2025-10-01 02:48:00
6be9854e-7d50-4aa9-ae46-e5d84b9199fe,a5e74fdb-4543-40c8-a828-a7cd83c1603c,2025-09-29,123726.27,EXPANSION,PENDING,750,2025-10-01 02:04:00
e8de51cc-71e2-4fe6-891c-c1d423b28d50,0e4c7fd8-4c3e-42f0-9011-765255de0990,2025-09-29,24741.53,WORKING_CAPITAL,PENDING,692,2025-10-01 02:44:00
684db450-2362-4fb7-a294-a641177c02bc,016fc6ee-3b44-4211-8fcc-e7e35df45aa7,2025-09-30,137939.73,EQUIPMENT,APPROVED,511,2025-10-01 02:53:00
513be387-3c9a-4093-ac5b-79603be0cc0c,3d7f62f1-29a7-4818-99bd-189e2921e8e7,2025-09-29,9785.33,INVENTORY,REJECTED,689,2025-10-01 02:30:00
a4dc7be1-5d44-4c70-913c-20ddd4eb2d53,098bcd5b-0d2f-45d3-8126-8d81f454f4da,2025-09-30,136864.04,WORKING_CAPITAL,APPROVED,525,2025-10-01 02:31:00
d929e1a7-e2fc-4f34-ac54-3c5a3f29fdfa,c9059894-6149-4850-9c49-c0b51175a4f9,2025-09-26,168874.04,EQUIPMENT,APPROVED,469,2025-10-01 02:53:00
311a748b-051b-4b7d-8739-c0769d6376df,37d01890-da8d-4c77-9a87-f9d552c8a08d,2025-09-30,150013.73,EQUIPMENT,APPROVED,385,2025-10-01 02:41:00
fcc99111-d670-4372-903b-c9785063163e,0356f28d-6c73-42ff-8a4a-ba914e0c464e,2025-09-30,97880.45,EQUIPMENT,PENDING,634,2025-10-01 02:21:00
0410db07-cbe6-42e1-baac-07e1f157e6f2,9aa1c87c-8db2-4a9d-985b-a91e823478ad,2025-10-01,120225.17,WORKING_CAPITAL,APPROVED,353,2025-10-01 02:22:00
184836b7-94ad-4f58-a39b-9702a5de42c0,3d7f62f1-29a7-4818-99bd-189e2921e8e7,2025-10-01,189787.13,INVENTORY,REJECTED,504,2025-10-01 02:53:00
a6fad98b-dc29-48e8-860e-40eee934baf8,406e2076-2b6c-41f4-9249-01bd45744bea,2025-09-29,33025.41,EXPANSION,REJECTED,776,2025-10-01 02:44:00
7c92bc9e-2125-49c3-a6fe-ee03483b2232,9dc06faa-6c22-48f3-8e0b-eff6a6079d7a,2025-09-29,180997.52,INVENTORY,APPROVED,467,2025-10-01 02:19:00
