application_id,merchant_id,application_date,requested_amount,loan_purpose,application_status,credit_score,processing_time
c2d87304-c0c9-4114-bdeb-0b0a908b7e60,37d01890-da8d-4c77-9a87-f9d552c8a08d,2025-09-30,30507.01,INVENTORY,APPROVED,639,2025-10-02 02:47:00
5a3a1148-7002-4de3-b850-3da2f5df00b9,16c166d8-f489-4822-bce4-295938410143,2025-10-02,206307.14,INVENTORY,APPROVED,643,2025-10-02 02:28:00
0af37779-7e0a-48e6-b293-6944f7c09dfa,406e2076-2b6c-41f4-9249-01bd45744bea,2025-10-01,67881.20,EQUIPMENT,PENDING,301,2025-10-02 02:03:00
3e95201c-0347-4836-af15-4d475a010887,9aa1c87c-8db2-4a9d-985b-a91e823478ad,2025-10-01,125805.09,EQUIPMENT,APPROVED,684,2025-10-02 02:06:00
77e75692-d118-4426-b823-18586bcb132d,8aa64daa-686d-4ec0-b31b-1788fd1f9256,2025-09-30,60267.77,INVENTORY,APPROVED,334,2025-10-02 02:18:00
2619223a-7e27-4cc8-8460-c6a343118690,f31d7583-c53d-445b-b26d-d5f472b897b9,2025-09-30,222543.16,INVENTORY,PENDING,376,2025-10-02 02:35:00
aba09681-892c-4d9b-b11b-929ef484cb64,37d01890-da8d-4c77-9a87-f9d552c8a08d,2025-09-30,12593.33,EQUIPMENT,REJECTED,468,2025-10-02 02:38:00
41daaee2-147f-419b-9c47-8ae20623afef,f31d7583-c53d-445b-b26d-d5f472b897b9,2025-10-02,105273.57,EXPANSION,APPROVED,571,2025-10-02 02:42:00
ae44c912-ed22-406b-9704-d4e1c4a43871,f31d7583-c53d-445b-b26d-d5f472b897b9,2025-09-23,139667.35,INVENTORY,APPROVED,355,2025-10-02 02:23:00
16aeab1e-b1e4-48c3-ae86-a2349e152170,6d176db0-5b63-4501-9d7f-9ea20e932f67,2025-09-30,152052.80,WORKING_CAPITAL,PENDING,326,2025-10-02 02:13:00
dc76c399-2430-49da-b499-c5fb3f50eb23,e494fcac-d87e-46c9-b01a-1179947e1c22,2025-10-02,80546.58,EXPANSION,APPROVED,800,2025-10-02 02:57:00
bccb8ed1-6adc-4cd1-87ee-be2410e61200,fef52cda-abe6-465d-978f-fe4eb71cf22a,2025-10-01,221945.71,EXPANSION,APPROVED,756,2025-10-02 02:02:00
7284440b-ae33-454b-b95f-843a2687ef79,417f49e6-cdde-4655-9ccb-90e7bf199e3f,2025-10-01,143240.41,EXPANSION,PENDING,399,2025-10-02 02:05:00
82928959-5ce2-4652-8c01-26166200d2ed,9aa1c87c-8db2-4a9d-985b-a91e823478ad,2025-09-30,60740.63,PAYROLL,PENDING,696,2025-10-02 02:52:00
48d6033a-6298-431b-93ec-f0d781b5fa59,fef52cda-abe6-465d-978f-fe4eb71cf22a,2025-10-01,145315.00,EQUIPMENT,PENDING,606,2025-10-02 02:05:00
233914cf-1b2f-4968-b8b2-014f6c44ebfa,c44e34a8-9fb1-4ed2-aea2-7784e0b7c1a5,2025-09-23,225611.49,EQUIPMENT,REJECTED,450,2025-10-02 02:07:00
09be7694-f5f4-46b6-988d-1c82191495da,9dc06faa-6c22-48f3-8e0b-eff6a6079d7a,2025-10-02,35915.57,WORKING_CAPITAL,APPROVED,745,2025-10-02 02:12:00
fcef42ff-4c2b-429f-83d0-82ae0cbf9b66,417f49e6-cdde-4655-9ccb-90e7bf199e3f,2025-09-30,228972.61,EQUIPMENT,PENDING,697,2025-10-02 02:35:00
5c4ad619-52da-48df-bb2c-96ccc6ef36bb,a5e74fdb-4543-40c8-a828-a7cd83c1603c,2025-10-02,197704.91,EQUIPMENT,APPROVED,835,2025-10-02 02:50:00
