application_id,merchant_id,application_date,requested_amount,loan_purpose,application_status,credit_score,processing_time
7ab89631-1d2f-4f2c-8fa7-95211cfbf077,6d176db0-5b63-4501-9d7f-9ea20e932f67,2025-10-03,206212.38,WORKING_CAPITAL,PENDING,731,2025-10-05 02:11:00
aa3b13cd-98d2-4833-8cc9-c0f41044d3c2,56d0c700-f680-47bb-bd31-2e071172eae6,2025-10-04,202526.09,EQUIPMENT,APPROVED,403,2025-10-05 02:41:00
e2b61ed7-83af-416a-97cb-b49d3174dc63,1c05d0f4-0889-4c41-8123-898067ef4103,2025-10-05,145797.14,EQUIPMENT,APPROVED,765,2025-10-05 02:00:00
4e9a22e3-502f-4780-8ca1-ed7707dfcb5c,60a0c25f-5c88-47d0-9671-64f27704d360,2025-10-05,79223.86,EQUIPMENT,APPROVED,418,2025-10-05 02:38:00
2d5bbb21-ae4a-46c8-bee5-767edd5f3f7d,3d7f62f1-29a7-4818-99bd-189e2921e8e7,2025-10-04,211821.26,WORKING_CAPITAL,REJECTED,414,2025-10-05 02:50:00
b816521d-5d8b-4f79-a4ba-4d76dc95a6bf,fef52cda-abe6-465d-978f-fe4eb71cf22a,2025-10-03,24602.23,PAYROLL,PENDING,564,2025-10-05 02:12:00
c88233a8-28fc-4797-9df4-864ce70f66b2,c082bdbf-48d4-4795-9b61-489ff67c5522,2025-10-04,16893.18,EQUIPMENT,APPROVED,424,2025-10-05 02:55:00
101c05fb-f9c8-4f18-8081-d6f04a1847b9,06251a80-1597-49bb-b792-424501228af5,2025-10-03,95477.62,INVENTORY,APPROVED,603,2025-10-05 02:49:00
71da87be-e8a6-4220-a259-b325a5226fff,4fd48356-4141-4dd0-b8f8-32c03ae18102,2025-10-04,9292.15,INVENTORY,APPROVED,336,2025-10-05 02:38:00
cb47d803-5f89-4c3d-bdce-e75342486326,e2817d4a-99c0-4e85-9c2f-7db9bb266202,2025-10-04,65913.55,WORKING_CAPITAL,PENDING,396,2025-10-05 02:08:00
152eb4b3-1212-4b8c-847f-a0e57009397b,5d812fdb-1ad4-4763-983d-e8fa075c95f9,2025-10-04,243103.93,PAYROLL,APPROVED,549,2025-10-05 02:58:00
8fd2a1aa-2f31-4ea9-a9f4-38a0ba8578ce,e2817d4a-99c0-4e85-9c2f-7db9bb266202,2025-09-30,14380.41,PAYROLL,APPROVED,403,2025-10-05 02:24:00
22e91923-67ab-465e-9297-b3b5dc66c4d9,e494fcac-d87e-46c9-b01a-1179947e1c22,2025-10-03,188570.41,EXPANSION,APPROVED,322,2025-10-05 02:11:00
