payment_id,disbursement_id,merchant_id,payment_date,payment_amount,payment_method,is_scheduled,days_from_due,processing_timestamp
79c7cfe2-32cd-4e3b-b141-f2a79a3d9a2a,0e68e546-e1c0-4776-af14-0eb719e1bd5a,2f5a56ec-ef1c-49d3-95a8-bb0b8551a8fd,2025-10-01,39283.84,CARD,TRUE,0,2025-10-07 09:40:00
fc15a267-2728-45b9-b2a7-c5a5aae0e645,0e68e546-e1c0-4776-af14-0eb719e1bd5a,2f5a56ec-ef1c-49d3-95a8-bb0b8551a8fd,2025-10-08,34429.77,CARD,TRUE,41,2025-10-07 09:54:00
c92259b1-7c8b-4273-85d9-f1a50fde426d,0e68e546-e1c0-4776-af14-0eb719e1bd5a,2f5a56ec-ef1c-49d3-95a8-bb0b8551a8fd,2025-10-15,39292.22,CARD,FALSE,-2,2025-10-07 09:27:00
63a99d82-385d-4e54-aebe-885d4754f1dd,0e68e546-e1c0-4776-af14-0eb719e1bd5a,2f5a56ec-ef1c-49d3-95a8-bb0b8551a8fd,2025-10-22,39857.39,WIRE,FALSE,0,2025-10-07 09:35:00
5cf78901-681f-49e3-97e5-162182f2f578,0e68e546-e1c0-4776-af14-0eb719e1bd5a,2f5a56ec-ef1c-49d3-95a8-bb0b8551a8fd,2025-10-29,34142.77,WIRE,TRUE,0,2025-10-07 09:53:00
557ce9ad-baa0-4732-80a4-246c125b28a6,74a82ee9-1a36-472c-a87c-1cd34dad97d3,a5e74fdb-4543-40c8-a828-a7cd83c1603c,2025-10-12,36655.19,WIRE,TRUE,0,2025-10-07 09:22:00
371507fd-863b-4c05-ba79-b8d923a3b02c,74a82ee9-1a36-472c-a87c-1cd34dad97d3,a5e74fdb-4543-40c8-a828-a7cd83c1603c,2025-10-19,43683.98,CARD,TRUE,7,2025-10-07 09:42:00
12c3f6a1-bee3-4628-a0c7-6976da550932,74a82ee9-1a36-472c-a87c-1cd34dad97d3,a5e74fdb-4543-40c8-a828-a7cd83c1603c,2025-10-26,43226.12,CHECK,FALSE,7,2025-10-07 09:12:00
4df7cb59-9fe6-42aa-a8ed-0583f65295ce,74a82ee9-1a36-472c-a87c-1cd34dad97d3,a5e74fdb-4543-40c8-a828-a7cd83c1603c,2025-11-02,36913.08,CARD,TRUE,0,2025-10-07 09:09:00
6b828431-0d0f-4f46-b65a-d5c1a5068aa2,74a82ee9-1a36-472c-a87c-1cd34dad97d3,a5e74fdb-4543-40c8-a828-a7cd83c1603c,2025-11-09,39920.74,ACH,FALSE,0,2025-10-07 09:22:00
