69f470ad-d28c-43cf-833e-57cabcfa9de1,bfd7d2be-f550-4b01-9fa4-3872288a0a00,098bcd5b-0d2f-45d3-8126-8d81f454f4da,89088.82,2025-10-08,0.1892,6,MONTHLY
7f9be1c3-a3b7-4d09-b486-244cb07ec7c4,ca536b55-cf45-41f5-8ee2-29794562dc6a,6d176db0-5b63-4501-9d7f-9ea20e932f67,225928.05,2025-10-07,0.0965,18,WEEKLY
92440b2d-89b5-4705-a8ea-fb8e9c31b38f,ccfaaa5c-8bcd-46d0-bc84-42e27057772d,2f5a56ec-ef1c-49d3-95a8-bb0b8551a8fd,80011.20,2025-10-07,0.1342,12,MONTHLY
cb305bf1-08ef-42fa-b9fa-2e990906cc72,1717ba49-6423-4584-bd68-9580a1b00e18,c881b449-cf11-4a14-ae10-3b404623ad13,28522.84,2025-10-08,0.1320,6,MONTHLY
591ee5eb-ca3a-41e2-93f6-a684be819703,719b9a27-3d50-472c-9970-6f2a3975b2db,6c712b76-41c2-4393-9da6-dcbbea3f1274,29683.76,2025-10-07,0.2440,6,MONTHLY
37afb020-1176-4f65-a358-fed5558f7859,e71de383-3b8f-4a20-b3bd-7f869d8ef98c,c2fdb3f4-701b-4a08-869c-84174fb61288,167321.57,2025-10-07,0.0825,6,MONTHLY
f6652610-2293-4ddd-80bb-86ed3178876d,8ecd04f2-7730-49cb-9d07-0373ee45468c,576b09cd-7c85-4334-bd42-47759b70f749,68806.35,2025-10-08,0.1265,18,DAILY
58d1e7bf-6652-468c-a585-508248fbd0f2,646346a4-ef86-42c6-95da-8741a82c2b04,406e2076-2b6c-41f4-9249-01bd45744bea,110485.86,2025-10-08,0.1511,6,WEEKLY
2642b54c-8b5b-43bb-a116-3e567e07d8a3,63f0fa74-0caa-4044-8e99-139745489aae,8aa64daa-686d-4ec0-b31b-1788fd1f9256,84336.68,2025-10-09,0.1670,9,WEEKLY
6cb34eb8-a499-49af-b4ba-f3d3d1342c9f,5af1ea98-4aae-4762-8e5e-bd344412ac00,5d812fdb-1ad4-4763-983d-e8fa075c95f9,135793.16,2025-10-09,0.1303,12,WEEKLY
444da5d4-d6f2-47c1-ab14-397956ef917a,37e2e416-3fbb-45e5-b204-345fe478d181,5d812fdb-1ad4-4763-983d-e8fa075c95f9,195682.06,2025-10-09,0.0816,12,MONTHLY
c85355a4-3237-43ca-b81a-029f5a8c1ae1,03e47576-8308-4ebb-ae1e-d6d18836537e,1c05d0f4-0889-4c41-8123-898067ef4103,92210.04,2025-10-08,0.0808,6,WEEKLY
9e390f28-79ee-4ac2-81a3-e53d4d2bd80b,8008a0ce-7d50-403d-9f4f-3922ebbe4991,6d176db0-5b63-4501-9d7f-9ea20e932f67,129915.42,2025-10-08,0.1219,18,MONTHLY
4a3ba8b3-97f0-40cf-baf1-f8d597b4a877,e0f1f5e1-8970-4e49-8312-2ad45e98fd70,37d01890-da8d-4c77-9a87-f9d552c8a08d,147682.78,2025-10-08,0.1794,6,WEEKLY
027fdd82-2e66-427a-a5b6-28efc443b42c,1c46412b-7cb8-4b1d-b352-1a273e73b42d,576b09cd-7c85-4334-bd42-47759b70f749,111245.39,2025-10-08,0.1427,6,DAILY
383c9a5a-8f1e-41ec-9671-bfd7175b9187,c7482cf0-0615-4a6f-869e-d0e80de6a9c3,16c166d8-f489-4822-bce4-295938410143,110463.52,2025-10-07,0.1949,12,WEEKLY
4a40de5f-8031-4de7-8c1a-21802d1f73ca,1c2e039d-8720-43ae-8248-663a280b2b8c,b22eb926-c600-4168-a4b6-111f965b1f4a,201897.93,2025-10-09,0.2178,18,DAILY
8ffba666-a521-4e65-8bc3-c15f104d0037,8e1998a4-e6b4-4fd8-b264-a80eb8c8dd82,5d812fdb-1ad4-4763-983d-e8fa075c95f9,117232.91,2025-10-04,0.2338,6,WEEKLY
39d6e405-3fde-4aac-af3a-35adc1e26de8,ff90dada-7003-4e6b-b692-578b18cac879,0e4c7fd8-4c3e-42f0-9011-765255de0990,47461.71,2025-10-09,0.0845,6,WEEKLY
7bb0a4d7-aa2a-4ed4-be32-4eabf93bcf3d,534b68a1-f9a3-430c-ab19-c021f6fbf6f9,10dc1d1d-3a22-4eca-a90f-0bbf30ab1ff7,145724.15,2025-10-09,0.1209,9,WEEKLY
1379a4b6-86de-428a-93c0-8ca4c7d5e9b0,c59dd923-7bd8-4237-a406-20b1a5c8b877,e494fcac-d87e-46c9-b01a-1179947e1c22,209926.82,2025-10-09,0.2193,6,DAILY
20f6023a-601c-491e-8209-a0a1849c81f8,867c4aeb-1276-4cfd-91c7-a49008a6390d,640eda7a-617c-4ec3-9ec8-4b77f1a2b5c0,103722.16,2025-10-09,0.2126,12,DAILY
04cca0f0-bd38-44d6-ba79-7459eaabdce5,d45f8668-8432-4289-b02e-3d975b1fd600,576b09cd-7c85-4334-bd42-47759b70f749,181295.13,2025-10-05,0.1780,9,DAILY
58402cbb-2875-44d9-88e4-24ef382a3d98,9dc6c651-5198-42d6-9744-ff85b2b5b2c2,8aa64daa-686d-4ec0-b31b-1788fd1f9256,22690.59,2025-10-07,0.0804,6,DAILY
b8127f3f-3ccd-4e35-a8e8-0ca94ff43584,88d4b79c-849b-4880-846d-446df7507192,c2fdb3f4-701b-4a08-869c-84174fb61288,101835.66,2025-10-08,0.2231,18,MONTHLY
eae2324d-c0e4-4c6e-9f83-221c6be719b5,70e33635-3737-4d4e-8a83-d075cd959838,fef52cda-abe6-465d-978f-fe4eb71cf22a,72595.97,2025-10-08,0.1402,12,DAILY
a0ea6265-8822-4714-a207-4d09b372eed8,c0b5f932-1fdd-440c-a91e-a3af00fd3e1a,f31d7583-c53d-445b-b26d-d5f472b897b9,42156.29,2025-10-07,0.0801,12,MONTHLY
fb73b9cd-ce4d-4e78-bad6-c4e9f600acb1,0e0c71c4-8ebb-46dd-af6d-9e2b06458c8f,3d7f62f1-29a7-4818-99bd-189e2921e8e7,91463.67,2025-10-07,0.1907,18,WEEKLY
8771dda9-8c42-427b-8dde-25678d45634e,c146852b-b29d-48d7-b2d8-6c2babe97aa9,24b7ed7b-26c4-48a7-8a84-1a9dc7d16d30,132445.29,2025-10-09,0.1550,12,DAILY
663dabbc-e499-40c2-bccd-9e9387cfba1e,2c74d7de-1285-4d69-b10b-83d352159a5e,8aa64daa-686d-4ec0-b31b-1788fd1f9256,95503.28,2025-10-09,0.1400,6,DAILY
03f58a17-498e-41d1-938a-bf26d3bd1956,82cd74e8-37c0-4ede-bd0f-4d11b1345ddf,9aa1c87c-8db2-4a9d-985b-a91e823478ad,69992.35,2025-10-08,0.1378,12,DAILY
