payment_id,disbursement_id,merchant_id,payment_date,payment_amount,payment_method,is_scheduled,days_from_due,processing_timestamp
f0fb1d50-63e5-4cab-a754-a516f0fcf118,e4426060-8b1c-426a-ab61-866944e132de,fef52cda-abe6-465d-978f-fe4eb71cf22a,2025-10-07,33819.21,ACH,TRUE,7,2025-10-01 09:11:00
66cb52f1-d305-4f3e-a153-196764ba315e,e4426060-8b1c-426a-ab61-866944e132de,fef52cda-abe6-465d-978f-fe4eb71cf22a,2025-10-14,31085.81,CHECK,FALSE,12,2025-10-01 09:34:00
6d45a1be-a45d-4d83-a6b4-bfd49210dd06,e4426060-8b1c-426a-ab61-866944e132de,fef52cda-abe6-465d-978f-fe4eb71cf22a,2025-10-21,31558.18,CARD,FALSE,0,2025-10-01 09:12:00
319bbc6f-3f31-47c0-9873-c990d7219a7e,e4426060-8b1c-426a-ab61-866944e132de,fef52cda-abe6-465d-978f-fe4eb71cf22a,2025-10-28,33838.33,CHECK,FALSE,12,2025-10-01 09:08:00
75b8dba1-da9c-423a-9700-53f1aa34c985,e4426060-8b1c-426a-ab61-866944e132de,fef52cda-abe6-465d-978f-fe4eb71cf22a,2025-11-04,32586.64,WIRE,FALSE,0,2025-10-01 09:08:00
0d30dadb-1df4-4f08-a582-9344ec1a709c,5215328c-5578-4801-8230-faba6884a51a,60a0c25f-5c88-47d0-9671-64f27704d360,2025-10-06,18720.62,CHECK,TRUE,12,2025-10-01 09:40:00
b47618c9-52ee-4f7e-a13b-f617cd3ab01d,5215328c-5578-4801-8230-faba6884a51a,60a0c25f-5c88-47d0-9671-64f27704d360,2025-10-13,17506.83,ACH,TRUE,-1,2025-10-01 09:10:00
9f0a3c73-e880-4c52-bb22-e846e211c379,5215328c-5578-4801-8230-faba6884a51a,60a0c25f-5c88-47d0-9671-64f27704d360,2025-10-20,17871.55,CHECK,TRUE,12,2025-10-01 09:17:00
a2d8eab3-f612-4295-b792-717afda57ee2,5215328c-5578-4801-8230-faba6884a51a,60a0c25f-5c88-47d0-9671-64f27704d360,2025-10-27,19036.42,CARD,TRUE,1,2025-10-01 09:53:00
c6c4e4b1-18b1-44ff-9478-e7376a20cc32,5215328c-5578-4801-8230-faba6884a51a,60a0c25f-5c88-47d0-9671-64f27704d360,2025-11-03,20285.62,ACH,TRUE,-1,2025-10-01 09:41:00
