payment_id,disbursement_id,merchant_id,payment_date,payment_amount,payment_method,is_scheduled,days_from_due,processing_timestamp
690d2281-d3f7-4781-9d2f-b6d15cabfbd3,ef0b7716-5b0f-4e74-9b41-49a23e4fbd10,0356f28d-6c73-42ff-8a4a-ba914e0c464e,2025-10-23,3243.29,CARD,TRUE,0,2025-10-05 10:15:00
f76a377e-4ebc-438d-b9c2-b94cb5b9cb90,a811201c-532b-4190-b6ec-eeef70cc8158,24b7ed7b-26c4-48a7-8a84-1a9dc7d16d30,2025-10-12,21440.17,WIRE,TRUE,0,2025-10-05 09:22:00
d8b1272a-bcb7-417c-b619-2eb199d204a4,a811201c-532b-4190-b6ec-eeef70cc8158,24b7ed7b-26c4-48a7-8a84-1a9dc7d16d30,2025-10-19,19555.60,ACH,TRUE,1,2025-10-05 09:58:00
25dc9dad-4dc2-46ab-9aef-aa5c4a6165c6,a811201c-532b-4190-b6ec-eeef70cc8158,24b7ed7b-26c4-48a7-8a84-1a9dc7d16d30,2025-10-26,19757.82,WIRE,TRUE,0,2025-10-05 09:28:00
1b2bf509-e9a9-4be4-809e-586c75730b64,a811201c-532b-4190-b6ec-eeef70cc8158,24b7ed7b-26c4-48a7-8a84-1a9dc7d16d30,2025-11-02,20128.54,WIRE,FALSE,7,2025-10-05 09:01:00
b096a9b7-003b-47d4-8684-1a7d9774bfa1,a811201c-532b-4190-b6ec-eeef70cc8158,24b7ed7b-26c4-48a7-8a84-1a9dc7d16d30,2025-11-09,19570.05,WIRE,FALSE,-1,2025-10-05 09:49:00
9e2b36f5-d38e-4ded-b6c3-33a31a9d24d0,0b7bd118-e8b2-4117-92be-aae6473e588f,60a0c25f-5c88-47d0-9671-64f27704d360,2025-10-11,41614.48,CARD,TRUE,12,2025-10-05 09:11:00
2164a7a8-9923-42f0-9148-641413865252,0b7bd118-e8b2-4117-92be-aae6473e588f,60a0c25f-5c88-47d0-9671-64f27704d360,2025-10-18,39296.44,ACH,FALSE,1,2025-10-05 09:34:00
0e5cc958-8009-4718-8dea-320319f462d5,0b7bd118-e8b2-4117-92be-aae6473e588f,60a0c25f-5c88-47d0-9671-64f27704d360,2025-10-25,41945.82,CARD,FALSE,0,2025-10-05 09:58:00
3fb9ce38-6408-48c9-9161-8fd7007b3833,0b7bd118-e8b2-4117-92be-aae6473e588f,60a0c25f-5c88-47d0-9671-64f27704d360,2025-11-01,36575.46,CARD,FALSE,-2,2025-10-05 09:31:00
e7de1084-e440-420b-b21d-f1c8523d2ebf,0b7bd118-e8b2-4117-92be-aae6473e588f,60a0c25f-5c88-47d0-9671-64f27704d360,2025-11-08,35247.60,WIRE,TRUE,0,2025-10-05 09:59:00
527f3d2e-e493-4e64-be8b-9bddc84e4526,68995675-ed2d-4648-a604-8b088e3bd062,e494fcac-d87e-46c9-b01a-1179947e1c22,2025-10-12,22783.86,CHECK,TRUE,-2,2025-10-05 09:23:00
898aec73-50fe-4c4c-9dc1-8e6b14ba2835,68995675-ed2d-4648-a604-8b088e3bd062,e494fcac-d87e-46c9-b01a-1179947e1c22,2025-10-19,20559.76,CARD,FALSE,3,2025-10-05 09:43:00
617af706-19f7-4698-a810-2926239e4fc5,68995675-ed2d-4648-a604-8b088e3bd062,e494fcac-d87e-46c9-b01a-1179947e1c22,2025-10-26,22636.36,CARD,FALSE,0,2025-10-05 09:26:00
103ded12-4dac-4804-9f97-2404f899fb06,68995675-ed2d-4648-a604-8b088e3bd062,e494fcac-d87e-46c9-b01a-1179947e1c22,2025-11-02,23592.13,CARD,FALSE,0,2025-10-05 09:40:00
67c25d8d-6510-4fce-9557-ac374a4a5ecb,68995675-ed2d-4648-a604-8b088e3bd062,e494fcac-d87e-46c9-b01a-1179947e1c22,2025-11-09,23258.71,CARD,TRUE,0,2025-10-05 09:07:00
1dcafa19-5887-472c-91b7-cb6b0abcdb0f,c6e037da-f0a8-4e0a-a186-4c66e171ea51,fef52cda-abe6-465d-978f-fe4eb71cf22a,2025-09-27,22214.16,CHECK,TRUE,-1,2025-10-05 09:43:00
d4e6b270-1070-47ea-82fc-050dfdafdd8a,c6e037da-f0a8-4e0a-a186-4c66e171ea51,fef52cda-abe6-465d-978f-fe4eb71cf22a,2025-10-04,23276.13,CHECK,FALSE,-1,2025-10-05 09:06:00
6bff7b08-ea5d-4ed1-bcd4-2487714d3640,c6e037da-f0a8-4e0a-a186-4c66e171ea51,fef52cda-abe6-465d-978f-fe4eb71cf22a,2025-10-11,26198.75,CARD,TRUE,7,2025-10-05 09:12:00
97b8cc57-9eae-4e49-af40-aa6f127f7d1c,c6e037da-f0a8-4e0a-a186-4c66e171ea51,fef52cda-abe6-465d-978f-fe4eb71cf22a,2025-10-18,24171.95,ACH,TRUE,3,2025-10-05 09:11:00
1d2526ae-055f-4008-8ae2-6a4e46f8b9f7,c6e037da-f0a8-4e0a-a186-4c66e171ea51,fef52cda-abe6-465d-978f-fe4eb71cf22a,2025-10-25,22218.54,WIRE,FALSE,0,2025-10-05 09:28:00
be53dbd3-76f3-4868-89fd-b5c93301fa87,295d3981-3838-4deb-b274-2acf3b8f6dfe,37d01890-da8d-4c77-9a87-f9d552c8a08d,2025-10-12,23409.14,CARD,TRUE,0,2025-10-05 09:36:00
aa059aa9-4221-427e-bcdb-943e26f267d1,295d3981-3838-4deb-b274-2acf3b8f6dfe,37d01890-da8d-4c77-9a87-f9d552c8a08d,2025-10-19,23089.78,CHECK,TRUE,-2,2025-10-05 09:57:00
5b3ca1f6-01cd-4824-b722-dd7cfcfb1179,295d3981-3838-4deb-b274-2acf3b8f6dfe,37d01890-da8d-4c77-9a87-f9d552c8a08d,2025-10-26,20046.50,CHECK,TRUE,-2,2025-10-05 09:21:00
