payment_id,disbursement_id,merchant_id,payment_date,payment_amount,payment_method,is_scheduled,days_from_due,processing_timestamp
3e280d22-ef3c-463b-a157-74d09eb5e7df,cecf1187-01e8-4c36-9752-3e7f0957c984,4fd48356-4141-4dd0-b8f8-32c03ae18102,2025-10-08,19234.95,ACH,TRUE,0,2025-10-02 09:20:00
8bf51824-abdd-4f1f-9629-e767e8cda8cc,cecf1187-01e8-4c36-9752-3e7f0957c984,4fd48356-4141-4dd0-b8f8-32c03ae18102,2025-10-15,17373.96,CHECK,TRUE,1,2025-10-02 09:23:00
5507406f-be11-4736-9f16-c1e0f4e41bcb,cecf1187-01e8-4c36-9752-3e7f0957c984,4fd48356-4141-4dd0-b8f8-32c03ae18102,2025-10-22,18233.70,CHECK,FALSE,-1,2025-10-02 09:28:00
67f0a28d-acc2-4edb-815f-98447d154e2c,cecf1187-01e8-4c36-9752-3e7f0957c984,4fd48356-4141-4dd0-b8f8-32c03ae18102,2025-10-29,18814.92,CARD,TRUE,-2,2025-10-02 09:35:00
ea8e9587-4f83-48a2-8519-2ed6b4da501e,cecf1187-01e8-4c36-9752-3e7f0957c984,4fd48356-4141-4dd0-b8f8-32c03ae18102,2025-11-05,17220.84,CARD,FALSE,0,2025-10-02 09:26:00
384898b5-b304-4715-ab68-2e8a9cb415c0,85048591-264f-4f98-8f3e-538df2323f91,406e2076-2b6c-41f4-9249-01bd45744bea,2025-10-07,19454.06,CHECK,FALSE,12,2025-10-02 09:54:00
2c93b553-3086-4ca1-9665-402726fcca17,85048591-264f-4f98-8f3e-538df2323f91,406e2076-2b6c-41f4-9249-01bd45744bea,2025-10-14,18876.39,ACH,TRUE,7,2025-10-02 09:53:00
05e3ef47-c8ea-47f8-8aac-173398e35a33,85048591-264f-4f98-8f3e-538df2323f91,406e2076-2b6c-41f4-9249-01bd45744bea,2025-10-21,17582.14,CHECK,FALSE,-1,2025-10-02 09:22:00
64c1c577-6c92-4a2f-b950-fecc15c7afa0,85048591-264f-4f98-8f3e-538df2323f91,406e2076-2b6c-41f4-9249-01bd45744bea,2025-10-28,19519.45,CARD,TRUE,-1,2025-10-02 09:22:00
4037968a-854f-45ff-8e92-969b314d7f2b,85048591-264f-4f98-8f3e-538df2323f91,406e2076-2b6c-41f4-9249-01bd45744bea,2025-11-04,19182.60,WIRE,TRUE,-1,2025-10-02 09:29:00
19d18780-cf10-462b-95d6-3e33131b4cbf,532e668d-b61a-45a2-bb4c-25fccb5c9881,56d0c700-f680-47bb-bd31-2e071172eae6,2025-10-07,1115.12,CHECK,FALSE,3,2025-10-02 09:54:00
bfa4cc3a-ac6d-4167-9ec5-9b3b82d70c6b,532e668d-b61a-45a2-bb4c-25fccb5c9881,56d0c700-f680-47bb-bd31-2e071172eae6,2025-10-14,1157.18,CHECK,FALSE,-1,2025-10-02 09:38:00
f84b4a42-b7bd-4dfe-a7b8-51cdfd97dfbf,532e668d-b61a-45a2-bb4c-25fccb5c9881,56d0c700-f680-47bb-bd31-2e071172eae6,2025-10-21,1181.37,CHECK,FALSE,0,2025-10-02 09:54:00
245e6a27-b96b-4cab-8b66-286cdd7a95fb,532e668d-b61a-45a2-bb4c-25fccb5c9881,56d0c700-f680-47bb-bd31-2e071172eae6,2025-10-28,1233.25,ACH,TRUE,0,2025-10-02 09:06:00
14b2e845-96aa-4b26-b536-660f1049ddbe,532e668d-b61a-45a2-bb4c-25fccb5c9881,56d0c700-f680-47bb-bd31-2e071172eae6,2025-11-04,1206.11,ACH,FALSE,0,2025-10-02 09:06:00
d919ede4-eef4-402f-922c-43d99c5e6cb1,566138ea-f610-4a1e-afe8-512f62b9bebb,16c166d8-f489-4822-bce4-295938410143,2025-10-09,37540.33,WIRE,FALSE,-1,2025-10-02 09:28:00
c3069838-884c-4c8e-b0a8-b00239b7efd1,566138ea-f610-4a1e-afe8-512f62b9bebb,16c166d8-f489-4822-bce4-295938410143,2025-10-16,38878.03,ACH,TRUE,1,2025-10-02 09:55:00
82c7c2f0-a9bf-45bb-8d0e-be0df7a7e877,566138ea-f610-4a1e-afe8-512f62b9bebb,16c166d8-f489-4822-bce4-295938410143,2025-10-23,36708.31,CHECK,FALSE,12,2025-10-02 09:11:00
782db74e-5b66-4bb5-986e-ac12f7e2fbc0,566138ea-f610-4a1e-afe8-512f62b9bebb,16c166d8-f489-4822-bce4-295938410143,2025-10-30,38225.47,WIRE,FALSE,7,2025-10-02 09:34:00
fdea9100-e633-4f5a-b294-51d4a0fb09fa,566138ea-f610-4a1e-afe8-512f62b9bebb,16c166d8-f489-4822-bce4-295938410143,2025-11-06,35013.55,WIRE,FALSE,0,2025-10-02 09:00:00
300747f5-507f-4cb6-9b67-f17d19ede52d,b1af342b-2656-4d3e-987b-b8dee588c7f7,2f5a56ec-ef1c-49d3-95a8-bb0b8551a8fd,2025-10-09,39273.06,CHECK,FALSE,7,2025-10-02 09:48:00
