payment_id,disbursement_id,merchant_id,payment_date,payment_amount,payment_method,is_scheduled,days_from_due,processing_timestamp
a1a2d3ae-8cea-4a44-8343-8bc21e33d8b4,69f470ad-d28c-43cf-833e-57cabcfa9de1,098bcd5b-0d2f-45d3-8126-8d81f454f4da,2025-10-15,16605.24,CHECK,FALSE,0,2025-10-09 09:01:00
e9309b88-00c8-4869-8542-685edaea8ba6,69f470ad-d28c-43cf-833e-57cabcfa9de1,098bcd5b-0d2f-45d3-8126-8d81f454f4da,2025-10-22,17158.16,WIRE,TRUE,3,2025-10-09 09:20:00
c48008fa-ef26-4f6b-b49a-c9dfb58f0183,69f470ad-d28c-43cf-833e-57cabcfa9de1,098bcd5b-0d2f-45d3-8126-8d81f454f4da,2025-10-29,19096.18,CARD,TRUE,0,2025-10-09 09:48:00
84da40ed-38f8-4442-b52d-ec979e9f3ef0,69f470ad-d28c-43cf-833e-57cabcfa9de1,098bcd5b-0d2f-45d3-8126-8d81f454f4da,2025-11-05,17789.93,CARD,FALSE,7,2025-10-09 09:37:00
28aa90c9-383a-47ca-9c57-9cd4f5fc93a5,69f470ad-d28c-43cf-833e-57cabcfa9de1,098bcd5b-0d2f-45d3-8126-8d81f454f4da,2025-11-12,19162.42,CARD,TRUE,0,2025-10-09 09:19:00
faefe787-bf89-4eb6-bc71-7ec31271117f,7f9be1c3-a3b7-4d09-b486-244cb07ec7c4,6d176db0-5b63-4501-9d7f-9ea20e932f67,2025-10-14,44022.06,ACH,TRUE,-2,2025-10-09 09:18:00
f522e715-a1f4-402d-81ab-e6b6574110c5,7f9be1c3-a3b7-4d09-b486-244cb07ec7c4,6d176db0-5b63-4501-9d7f-9ea20e932f67,2025-10-21,49559.27,ACH,FALSE,7,2025-10-09 09:46:00
6fa16c70-2cf4-49bc-85e4-faa718019b4a,7f9be1c3-a3b7-4d09-b486-244cb07ec7c4,6d176db0-5b63-4501-9d7f-9ea20e932f67,2025-10-28,41904.60,ACH,FALSE,0,2025-10-09 09:29:00
9d35fcbb-6a4a-44a0-b6ac-f61f90d76c52,7f9be1c3-a3b7-4d09-b486-244cb07ec7c4,6d176db0-5b63-4501-9d7f-9ea20e932f67,2025-11-04,46188.41,CARD,TRUE,12,2025-10-09 09:43:00
0efed72a-4259-4b50-a9ec-7e178e7cc503,7f9be1c3-a3b7-4d09-b486-244cb07ec7c4,6d176db0-5b63-4501-9d7f-9ea20e932f67,2025-11-11,49229.70,CARD,TRUE,0,2025-10-09 09:44:00
9264e2b4-33e1-4dd7-a1bd-004fc1c00c63,92440b2d-89b5-4705-a8ea-fb8e9c31b38f,2f5a56ec-ef1c-49d3-95a8-bb0b8551a8fd,2025-10-14,16652.44,CHECK,TRUE,3,2025-10-09 09:31:00
3c0b84f9-ef03-4795-bf03-279d6fe23679,92440b2d-89b5-4705-a8ea-fb8e9c31b38f,2f5a56ec-ef1c-49d3-95a8-bb0b8551a8fd,2025-10-21,14439.62,CARD,FALSE,0,2025-10-09 09:54:00
1d21062b-b54b-4d59-bbc3-5f7903127481,92440b2d-89b5-4705-a8ea-fb8e9c31b38f,2f5a56ec-ef1c-49d3-95a8-bb0b8551a8fd,2025-10-28,16066.95,CARD,TRUE,0,2025-10-09 09:56:00
8fccd274-dfeb-476b-bd0e-d1e5608d64be,92440b2d-89b5-4705-a8ea-fb8e9c31b38f,2f5a56ec-ef1c-49d3-95a8-bb0b8551a8fd,2025-11-04,17031.84,ACH,FALSE,-1,2025-10-09 09:08:00
4f8df9b6-2369-483f-92bb-99632bd5c82e,92440b2d-89b5-4705-a8ea-fb8e9c31b38f,2f5a56ec-ef1c-49d3-95a8-bb0b8551a8fd,2025-11-11,17489.46,CARD,TRUE,-2,2025-10-09 09:27:00
f246d357-5783-4b6e-a824-c68a7e6418f9,cb305bf1-08ef-42fa-b9fa-2e990906cc72,c881b449-cf11-4a14-ae10-3b404623ad13,2025-10-15,5568.83,CARD,FALSE,0,2025-10-09 09:44:00
f246d357-5783-4b6e-a824-c68a7e6418f9,cb305bf1-08ef-42fa-b9fa-2e990906cc72,c881b449-cf11-4a14-ae10-3b404623ad13,2025-10-15,5568.83,CARD,FALSE,0,2025-10-09 09:44:00
4ea65354-2dcf-4fa8-bffa-39f07ed4f727,cb305bf1-08ef-42fa-b9fa-2e990906cc72,c881b449-cf11-4a14-ae10-3b404623ad13,2025-10-22,5516.97,CHECK,FALSE,0,2025-10-09 09:01:00
e79b22c5-00ea-437c-8dda-21c2dd0c8fed,cb305bf1-08ef-42fa-b9fa-2e990906cc72,c881b449-cf11-4a14-ae10-3b404623ad13,2025-10-29,5612.50,ACH,TRUE,0,2025-10-09 09:16:00
bcf4b8b4-86d6-4926-abfc-c2289e554f27,cb305bf1-08ef-42fa-b9fa-2e990906cc72,c881b449-cf11-4a14-ae10-3b404623ad13,2025-11-05,5240.88,CARD,FALSE,0,2025-10-09 09:04:00
ea805e40-daa8-4213-8604-a614e10203f0,cb305bf1-08ef-42fa-b9fa-2e990906cc72,c881b449-cf11-4a14-ae10-3b404623ad13,2025-11-12,5580.78,WIRE,FALSE,12,2025-10-09 09:45:00
1ea949a7-0898-4cfa-bfe2-9bd00e824b2c,591ee5eb-ca3a-41e2-93f6-a684be819703,6c712b76-41c2-4393-9da6-dcbbea3f1274,2025-10-14,5414.33,ACH,TRUE,12,2025-10-09 09:36:00
dcd290a3-2566-4e4d-ae4a-dd4d2ec0fda8,591ee5eb-ca3a-41e2-93f6-a684be819703,6c712b76-41c2-4393-9da6-dcbbea3f1274,2025-10-21,5385.49,CHECK,TRUE,0,2025-10-09 09:17:00
c6cf6e78-fafd-488c-83f7-a6d29262be98,591ee5eb-ca3a-41e2-93f6-a684be819703,6c712b76-41c2-4393-9da6-dcbbea3f1274,2025-10-28,5800.16,CHECK,TRUE,1,2025-10-09 09:12:00
6ec02bbc-2bbd-4c4a-a679-206185d20ff1,591ee5eb-ca3a-41e2-93f6-a684be819703,6c712b76-41c2-4393-9da6-dcbbea3f1274,2025-11-04,5668.93,CARD,FALSE,1,2025-10-09 09:22:00
5a2c9287-3056-42ab-8c65-c03603ce3a4f,591ee5eb-ca3a-41e2-93f6-a684be819703,6c712b76-41c2-4393-9da6-dcbbea3f1274,2025-11-11,6084.54,ACH,TRUE,12,2025-10-09 09:59:00
17f8ba87-63ea-414a-9240-aa0e40e2ab3b,37afb020-1176-4f65-a358-fed5558f7859,c2fdb3f4-701b-4a08-869c-84174fb61288,2025-10-14,30854.03,WIRE,FALSE,0,2025-10-09 09:09:00
4c694fb5-c482-4301-be6c-202bed2c968e,37afb020-1176-4f65-a358-fed5558f7859,c2fdb3f4-701b-4a08-869c-84174fb61288,2025-10-21,34515.48,WIRE,TRUE,0,2025-10-09 09:27:00
d44f817e-7557-4a01-bddc-397c78be5d80,37afb020-1176-4f65-a358-fed5558f7859,c2fdb3f4-701b-4a08-869c-84174fb61288,2025-10-28,36327.81,WIRE,FALSE,7,2025-10-09 09:52:00
2d1f6ab6-92bc-4d88-8d67-7cd0c80b8469,37afb020-1176-4f65-a358-fed5558f7859,c2fdb3f4-701b-4a08-869c-84174fb61288,2025-11-04,33994.00,CARD,TRUE,0,2025-10-09 09:30:00
48a455f4-3e63-4186-af17-1febcf98f0a2,37afb020-1176-4f65-a358-fed5558f7859,c2fdb3f4-701b-4a08-869c-84174fb61288,2025-11-11,35906.12,CHECK,TRUE,-1,2025-10-09 09:22:00
c256813f-8783-4289-99b4-8231c5bd4241,f6652610-2293-4ddd-80bb-86ed3178876d,576b09cd-7c85-4334-bd42-47759b70f749,2025-10-15,13342.32,CHECK,FALSE,12,2025-10-09 09:23:00
a4c50021-ba9b-4a19-908a-af61dbeab6e4,f6652610-2293-4ddd-80bb-86ed3178876d,576b09cd-7c85-4334-bd42-47759b70f749,2025-10-22,15102.69,CARD,FALSE,3,2025-10-09 09:42:00
aa8c32f0-3111-4c7f-8f0d-06f3b10e176b,f6652610-2293-4ddd-80bb-86ed3178876d,576b09cd-7c85-4334-bd42-47759b70f749,2025-10-29,14523.03,WIRE,FALSE,0,2025-10-09 09:43:00
1d02ec81-71af-459d-aafc-8304c6816959,f6652610-2293-4ddd-80bb-86ed3178876d,576b09cd-7c85-4334-bd42-47759b70f749,2025-11-05,14942.07,WIRE,FALSE,-2,2025-10-09 09:00:00
0d1d50ad-ff3f-43e9-94b5-52d347cf9eae,f6652610-2293-4ddd-80bb-86ed3178876d,576b09cd-7c85-4334-bd42-47759b70f749,2025-11-12,12402.92,CHECK,TRUE,7,2025-10-09 09:11:00
cc691e0b-354a-4461-9731-f5489d9bb1bc,58d1e7bf-6652-468c-a585-508248fbd0f2,406e2076-2b6c-41f4-9249-01bd45744bea,2025-10-15,22506.09,CARD,FALSE,1,2025-10-09 09:51:00
17cc4946-44ce-4423-89c3-631090c44526,58d1e7bf-6652-468c-a585-508248fbd0f2,406e2076-2b6c-41f4-9249-01bd45744bea,2025-10-22,21301.39,CHECK,FALSE,-2,2025-10-09 09:00:00
ec2e4908-1f2c-4272-b21c-b28fb6850c24,58d1e7bf-6652-468c-a585-508248fbd0f2,406e2076-2b6c-41f4-9249-01bd45744bea,2025-10-29,20729.11,ACH,FALSE,0,2025-10-09 09:40:00
3fde2d90-eafa-492b-a670-ff4d1a64e3ef,58d1e7bf-6652-468c-a585-508248fbd0f2,406e2076-2b6c-41f4-9249-01bd45744bea,2025-11-05,22342.76,CARD,FALSE,7,2025-10-09 09:29:00
f7893f3c-e394-4da4-904a-21f1fb3b2734,58d1e7bf-6652-468c-a585-508248fbd0f2,406e2076-2b6c-41f4-9249-01bd45744bea,2025-11-12,20399.90,CHECK,TRUE,7,2025-10-09 09:41:00
0c0ac319-3d00-4924-b153-f1a6d3de982f,2642b54c-8b5b-43bb-a116-3e567e07d8a3,8aa64daa-686d-4ec0-b31b-1788fd1f9256,2025-10-16,15184.30,ACH,TRUE,0,2025-10-09 09:09:00
0ccb4121-8b5f-4024-b038-eed7a656aed2,2642b54c-8b5b-43bb-a116-3e567e07d8a3,8aa64daa-686d-4ec0-b31b-1788fd1f9256,2025-10-23,17597.11,CHECK,TRUE,-1,2025-10-09 09:31:00
e3a73aa8-b4b7-4bf4-88f4-5748864f9536,2642b54c-8b5b-43bb-a116-3e567e07d8a3,8aa64daa-686d-4ec0-b31b-1788fd1f9256,2025-10-30,15355.45,WIRE,FALSE,0,2025-10-09 09:48:00
9b3322d3-235f-4d4e-aacc-eeff1cd6fa76,2642b54c-8b5b-43bb-a116-3e567e07d8a3,8aa64daa-686d-4ec0-b31b-1788fd1f9256,2025-11-06,17581.88,WIRE,TRUE,7,2025-10-09 09:06:00
3ad82417-b3eb-4351-a3ff-0e4c9762cceb,2642b54c-8b5b-43bb-a116-3e567e07d8a3,8aa64daa-686d-4ec0-b31b-1788fd1f9256,2025-11-13,16646.38,WIRE,FALSE,3,2025-10-09 09:18:00
034dc3a3-63b9-4d99-b5f6-7ba4917ca1c3,6cb34eb8-a499-49af-b4ba-f3d3d1342c9f,5d812fdb-1ad4-4763-983d-e8fa075c95f9,2025-10-16,28143.19,CARD,TRUE,-1,2025-10-09 09:01:00
84961535-925a-47ed-8fb9-4484ae807a72,6cb34eb8-a499-49af-b4ba-f3d3d1342c9f,5d812fdb-1ad4-4763-983d-e8fa075c95f9,2025-10-23,25270.23,CHECK,TRUE,3,2025-10-09 09:43:00
54e9606c-c9be-425b-8c2a-0a723989f7ed,6cb34eb8-a499-49af-b4ba-f3d3d1342c9f,5d812fdb-1ad4-4763-983d-e8fa075c95f9,2025-10-30,26935.35,CARD,TRUE,0,2025-10-09 09:37:00
