application_id,merchant_id,application_date,requested_amount,loan_purpose,application_status,credit_score,processing_time
96faceec-b9f3-4a39-b8e6-b7bc35da6e7a,a5e74fdb-4543-40c8-a828-a7cd83c1603c,2025-10-02,235710.87,INVENTORY,REJECTED,534,2025-10-04 02:19:00
8d5be473-8c23-4753-8841-5709006cea27,9aa1c87c-8db2-4a9d-985b-a91e823478ad,2025-10-04,160495.79,WORKING_CAPITAL,PENDING,545,2025-10-04 02:05:00
cb58b574-f6ef-454e-94f2-9f729f260c2e,e494fcac-d87e-46c9-b01a-1179947e1c22,2025-10-02,232749.31,PAYROLL,REJECTED,310,2025-10-04 02:27:00
70305d6c-e438-40b3-a2a8-482b38f94edd,10dc1d1d-3a22-4eca-a90f-0bbf30ab1ff7,2025-10-02,172854.86,INVENTORY,APPROVED,845,2025-10-04 02:44:00
16fdbca1-1b2c-49eb-9db8-9ea1f1461bb9,37d01890-da8d-4c77-9a87-f9d552c8a08d,2025-10-02,6786.11,EXPANSION,APPROVED,847,2025-10-04 02:47:00
a46251ad-a3b6-4d29-967b-0b793c91080c,24b7ed7b-26c4-48a7-8a84-1a9dc7d16d30,2025-10-02,172599.13,PAYROLL,PENDING,759,2025-10-04 02:10:00
26b5e812-5399-404c-b898-eaaebe5e32c3,4fd48356-4141-4dd0-b8f8-32c03ae18102,2025-10-02,130852.70,EQUIPMENT,REJECTED,732,2025-10-04 02:31:00
4bdd0f54-8749-4934-bac7-81696ddccf64,6c712b76-41c2-4393-9da6-dcbbea3f1274,2025-10-02,66192.48,EXPANSION,APPROVED,420,2025-10-04 02:18:00
c98951ca-de6c-4e3c-9209-8a48b2f30c23,417f49e6-cdde-4655-9ccb-90e7bf199e3f,2025-10-02,159638.23,PAYROLL,APPROVED,612,2025-10-04 02:59:00
76a90b97-0688-4328-b359-92b030c67186,e2817d4a-99c0-4e85-9c2f-7db9bb266202,2025-10-02,212846.19,EQUIPMENT,PENDING,306,2025-10-04 02:39:00
