disbursement_id,application_id,merchant_id,disbursed_amount,disbursement_date,interest_rate,term_months,repayment_schedule
cecf1187-01e8-4c36-9752-3e7f0957c984,74d661a1-121c-4c97-8773-921d010c8424,4fd48356-4141-4dd0-b8f8-32c03ae18102,92668.01,2025-10-01,0.1804,18,DAILY
85048591-264f-4f98-8f3e-538df2323f91,b89acca9-43e1-4dea-a67f-ab54fb53fc2d,406e2076-2b6c-41f4-9249-01bd45744bea,90917.21,2025-09-30,0.0867,9,DAILY
532e668d-b61a-45a2-bb4c-25fccb5c9881,82c4271c-3e27-40b0-a4bf-f3c5ad4a60fc,56d0c700-f680-47bb-bd31-2e071172eae6,5972.69,2025-09-30,0.1758,6,MONTHLY
566138ea-f610-4a1e-afe8-512f62b9bebb,5a3a1148-7002-4de3-b850-3da2f5df00b9,16c166d8-f489-4822-bce4-295938410143,182063.78,2025-10-02,0.1601,18,DAILY
b1af342b-2656-4d3e-987b-b8dee588c7f7,890b0d10-ac68-452a-b9b0-b1634b0bc4aa,2f5a56ec-ef1c-49d3-95a8-bb0b8551a8fd,211769.41,2025-10-02,0.1109,12,DAILY
2b3cb8fa-c659-40de-b3ed-713856347395,3a515690-9e5c-4117-abce-1ce219a5e2a7,3d7f62f1-29a7-4818-99bd-189e2921e8e7,198765.13,2025-10-01,0.1443,9,DAILY
2b3cb8fa-c659-40de-b3ed-713856347395,3a515690-9e5c-4117-abce-1ce219a5e2a7,3d7f62f1-29a7-4818-99bd-189e2921e8e7,198765.13,2025-10-01,0.1443,9,DAILY
9233e751-b577-4d4d-8770-7ff70f8cf0a0,3bd14bbc-c1e2-4b15-a5d0-008fc0a66f31,3e189aa3-e2d2-49a0-834b-50b5c5c33db2,42194.56,2025-09-30,0.1829,9,WEEKLY
ec7a9682-bd57-4644-a86e-1bceeb067897,0e853c25-429b-4815-a5e4-cfaa1963bc83,a592711b-288f-46f7-a88e-7d9ff63ceaae,172967.62,2025-09-30,0.1620,9,MONTHLY
d58dfed6-0758-4e85-aee0-df61fc3e727e,5c4ad619-52da-48df-bb2c-96ccc6ef36bb,a5e74fdb-4543-40c8-a828-a7cd83c1603c,183530.78,2025-09-18,0.0874,18,DAILY
acb0e53d-0a6a-4533-914f-0fd421460de1,849c8404-3ec8-411d-a1aa-c4a357121474,6d698345-2c02-496e-ae74-3082e3d2797d,71889.71,2025-10-01,0.2343,6,WEEKLY
61a79405-35b4-4cb2-b2dd-6218b77eaf21,35e669f7-f1ff-49ac-b98a-994e9dd89683,c9059894-6149-4850-9c49-c0b51175a4f9,241956.40,2025-10-02,0.1817,18,WEEKLY
74a60efa-f5a3-4c84-98fa-203f1df4e975,77e75692-d118-4426-b823-18586bcb132d,8aa64daa-686d-4ec0-b31b-1788fd1f9256,56452.70,2025-10-02,0.0812,9,MONTHLY
ef0b7716-5b0f-4e74-9b41-49a23e4fbd10,9b93c26a-40f8-4f15-ac14-dba033138f42,0356f28d-6c73-42ff-8a4a-ba914e0c464e,15849.63,2025-10-02,0.1231,18,MONTHLY
56e35fc7-770e-440c-91e5-ed1f82b276db,31766f9f-8f99-4cdb-a639-7ded00c2d94b,5609c3c8-4b3c-4a16-998d-ec4a6ed79fe9,94353.43,2025-09-30,0.1739,18,DAILY
20e6dfcb-500a-40a1-9862-ce586d2b0d6b,36c2ffed-8153-4027-8b32-f5b5cd055f90,3d7f62f1-29a7-4818-99bd-189e2921e8e7,59607.20,2025-10-01,0.2116,18,MONTHLY
75ef6bd0-e441-4f05-84c5-b6a94fbc39ac,00539630-aed2-40be-97b4-31633e57da22,f298a6e2-9d19-485e-9105-8428569aa9d8,56640.28,2025-10-02,0.1989,9,DAILY
343a5db8-05ed-47cb-bce7-b8b95f23be77,9f4e8752-f415-45c7-99eb-c9cb7c83cb34,8aa64daa-686d-4ec0-b31b-1788fd1f9256,101737.36,2025-10-01,0.1964,6,DAILY
4605524e-fb06-45ff-aa1f-7adb7092f027,ae44c912-ed22-406b-9704-d4e1c4a43871,f31d7583-c53d-445b-b26d-d5f472b897b9,135964.53,2025-10-02,0.1820,6,DAILY
058b40e8-28dd-4356-b7cf-8a44c2d4f0fd,5ac143f3-6754-478d-b534-fdb7fa51e5c8,4db11eda-8a51-4e61-9c3d-d49554a4306b,73111.97,2025-09-30,0.2474,12,MONTHLY
408f2454-3dd2-4c7a-94f7-07e6840a5723,c72f55e4-0375-40e9-9b97-418a4607f9bf,06251a80-1597-49bb-b792-424501228af5,101282.24,2025-09-26,0.1143,12,DAILY
ead96e67-c1e0-4939-9835-4fda9647cb47,13472ebf-fe30-4510-bdfb-0df081027497,016fc6ee-3b44-4211-8fcc-e7e35df45aa7,216418.05,2025-09-30,0.1946,12,DAILY
a53d3b07-708e-4e70-bc17-a7412613a6e5,c2d87304-c0c9-4114-bdeb-0b0a908b7e60,37d01890-da8d-4c77-9a87-f9d552c8a08d,30492.45,2025-10-02,0.1400,18,WEEKLY
0612c41b-e867-4c93-85e9-c9f43936474e,2481f9ba-96bb-40bc-a14e-f130ba1c0a72,6d176db0-5b63-4501-9d7f-9ea20e932f67,99497.60,2025-09-30,0.1734,12,WEEKLY
c02dc3d1-a9d0-406e-bcb4-1eaebd467b28,7110c3a0-a0b5-47b2-a24b-7329b7342796,0356f28d-6c73-42ff-8a4a-ba914e0c464e,173061.75,2025-09-30,0.1487,6,WEEKLY
a816751d-cfa8-4ac7-ad27-05a81517a83e,f927a49b-da4c-4b1b-9887-0fd574039111,4fd48356-4141-4dd0-b8f8-32c03ae18102,128083.31,2025-09-30,0.2410,12,MONTHLY
78156402-3ee0-4a59-8ca4-88552efd73de,430ef9d4-a408-4e76-80bb-d4cbe8630be2,56d0c700-f680-47bb-bd31-2e071172eae6,101949.35,2025-09-30,0.1622,9,WEEKLY
252e742c-55f1-4486-89c6-c34491a3ac51,e75cc664-3f5f-41e7-915f-643ac79cd9af,4aadd1b2-a415-4c70-881b-011131012d73,217511.38,2025-10-01,0.1619,12,DAILY
df91a4fe-e21a-4c18-8302-85d3e17adb23,2c41b5af-3a0f-42be-9961-7e1b251d4462,dfc854ce-179a-4bb8-8387-b9e65798dc42,67566.64,2025-10-02,0.1337,12,MONTHLY
ba3e2ae2-0b78-4700-91fe-5b8dcd5ab08c,f8e95cff-27bd-47ea-903f-2696ed464e0f,9aa1c87c-8db2-4a9d-985b-a91e823478ad,61303.89,2025-10-01,0.1945,12,DAILY
a92930b6-7631-401d-887a-b49d783a985b,bccb8ed1-6adc-4cd1-87ee-be2410e61200,fef52cda-abe6-465d-978f-fe4eb71cf22a,200423.79,2025-10-01,0.1257,9,WEEKLY
b6536853-54a1-4d6e-9c56-1ce463c533cb,07fd7eec-885c-4a7e-a99c-cb88b75a79e8,5d812fdb-1ad4-4763-983d-e8fa075c95f9,134139.41,2025-10-02,0.1145,9,MONTHLY
424a8e7e-7c06-4b5b-9af5-3282545cca7c,8230f51a-eef1-4b20-9ecf-392b77b9b369,6d176db0-5b63-4501-9d7f-9ea20e932f67,38388.95,2025-10-02,0.1928,6,MONTHLY
3af2a3bd-172c-477f-982f-b42ab47a1643,35510f36-7e56-4cc2-a8bd-bd8e29743aaf,8aa64daa-686d-4ec0-b31b-1788fd1f9256,111295.22,2025-10-01,0.2475,12,WEEKLY
b71965a9-1468-4786-aca9-df027bdb057b,b11b330e-7984-43f2-8d74-f30f0617bddb,4aadd1b2-a415-4c70-881b-011131012d73,215205.55,2025-09-30,0.1780,6,MONTHLY
b1de0af6-8fda-48f7-bc62-aa8604bc0d45,41daaee2-147f-419b-9c47-8ae20623afef,f31d7583-c53d-445b-b26d-d5f472b897b9,89996.73,2025-09-30,0.2263,9,WEEKLY
