application_id,merchant_id,application_date,requested_amount,loan_purpose,application_status,credit_score,processing_time
b4c3074b-ae31-49cd-80df-1d6ed6949054,fef52cda-abe6-465d-978f-fe4eb71cf22a,2025-10-07,14748.93,PAYROLL,APPROVED,515,2025-10-09 02:29:00
95b70403-4a05-42fa-b669-47e5dd1c05d7,640eda7a-617c-4ec3-9ec8-4b77f1a2b5c0,2025-10-02,152619.40,PAYROLL,APPROVED,609,2025-10-09 02:23:00
27ac9676-7951-4230-9e6c-e8d1e14eaa2d,98ac8061-ff08-491e-9c1d-cd63b7212e1b,2025-10-08,46073.83,EXPANSION,REJECTED,515,2025-10-09 02:32:00
754e233f-2d43-4dac-98da-4f8223cf042c,dfc854ce-179a-4bb8-8387-b9e65798dc42,2025-10-07,10599.26,EQUIPMENT,PENDING,317,2025-10-09 02:43:00
b62d2436-736a-4ea6-bfdf-8ac68036100b,e4d4ed24-371a-4d06-a161-38b0bbaa4d5a,2025-10-08,171908.40,EXPANSION,PENDING,328,2025-10-09 02:40:00
7903bb60-8af2-4c51-b544-d56ceeafd97f,4e5f2db8-b636-41c6-adf8-60900519c72d,2025-10-07,29443.23,EQUIPMENT,REJECTED,835,2025-10-09 02:41:00
865642bb-2b98-4519-bdd5-629308f63afc,98ac8061-ff08-491e-9c1d-cd63b7212e1b,2025-10-09,204792.44,EQUIPMENT,PENDING,800,2025-10-09 02:00:00
cbd54541-9b70-4e60-9992-00a52fc369d4,98ac8061-ff08-491e-9c1d-cd63b7212e1b,2025-10-07,13978.74,WORKING_CAPITAL,PENDING,765,2025-10-09 02:37:00
5565d2a5-4e7e-4ca9-8f99-4b094905f3fa,3d7f62f1-29a7-4818-99bd-189e2921e8e7,2025-10-07,40274.74,EXPANSION,APPROVED,536,2025-10-09 02:14:00
64ad6bf7-64f7-4277-9e8b-8f9ad398db02,b22eb926-c600-4168-a4b6-111f965b1f4a,2025-10-08,167031.47,INVENTORY,APPROVED,765,2025-10-09 02:58:00
17a607a3-73ae-4d36-b456-28536b763d2f,16c166d8-f489-4822-bce4-295938410143,2025-10-02,85336.39,PAYROLL,APPROVED,723,2025-10-09 02:55:00
ccfaaa5c-8bcd-46d0-bc84-42e27057772d,2f5a56ec-ef1c-49d3-95a8-bb0b8551a8fd,2025-10-09,87888.21,EQUIPMENT,APPROVED,313,2025-10-09 02:51:00
7e15cb26-0301-4a72-b093-60338333e9d7,24b7ed7b-26c4-48a7-8a84-1a9dc7d16d30,2025-10-09,210766.76,EXPANSION,APPROVED,523,2025-10-09 02:06:00
95684381-540b-4971-a29e-65fb54bfef68,576b09cd-7c85-4334-bd42-47759b70f749,2025-10-04,112794.68,INVENTORY,REJECTED,666,2025-10-09 02:08:00
423ff6c4-7123-4323-9c04-f39fa7bddcfe,37d01890-da8d-4c77-9a87-f9d552c8a08d,2025-10-07,59547.70,INVENTORY,APPROVED,586,2025-10-09 02:16:00
71c9a68e-bc98-48a4-b471-38af51af7ff4,b22eb926-c600-4168-a4b6-111f965b1f4a,2025-10-09,243105.35,EQUIPMENT,APPROVED,615,2025-10-09 02:56:00
67106317-b91a-41ef-bb30-f18eedab7e8c,264c1431-7472-4c4c-a122-de8c53ef26bd,2025-10-09,189372.97,INVENTORY,REJECTED,630,2025-10-09 02:54:00
70e33635-3737-4d4e-8a83-d075cd959838,fef52cda-abe6-465d-978f-fe4eb71cf22a,2025-10-09,84453.34,INVENTORY,APPROVED,846,2025-10-09 02:38:00
4350eb34-8e70-47b0-912f-8bea64771db4,640eda7a-617c-4ec3-9ec8-4b77f1a2b5c0,2025-10-08,156387.99,EXPANSION,APPROVED,445,2025-10-09 02:14:00
1c46412b-7cb8-4b1d-b352-1a273e73b42d,576b09cd-7c85-4334-bd42-47759b70f749,2025-10-08,130532.64,EXPANSION,APPROVED,784,2025-10-09 02:36:00
1c46412b-7cb8-4b1d-b352-1a273e73b42d,576b09cd-7c85-4334-bd42-47759b70f749,2025-10-08,130532.64,EXPANSION,APPROVED,784,2025-10-09 02:36:00
dd34ec8e-9b2b-48a9-8ff1-bcdf9d9888f0,98ac8061-ff08-491e-9c1d-cd63b7212e1b,2025-10-08,182779.16,INVENTORY,APPROVED,605,2025-10-09 02:52:00
f163cce7-ec5c-415d-90fd-3a7d11b34a95,b3c84659-c8c7-44b5-9a7a-620b2839b4f8,2025-10-07,83228.01,WORKING_CAPITAL,PENDING,810,2025-10-09 02:32:00
ab804b1e-85c1-4003-957c-16662b868983,3e189aa3-e2d2-49a0-834b-50b5c5c33db2,2025-10-08,94682.61,WORKING_CAPITAL,APPROVED,464,2025-10-09 02:38:00
0eae84f0-801a-4e77-9a00-d9d951cb7769,2f5a56ec-ef1c-49d3-95a8-bb0b8551a8fd,2025-10-08,240624.32,INVENTORY,APPROVED,513,2025-10-09 02:45:00
c59dd923-7bd8-4237-a406-20b1a5c8b877,e494fcac-d87e-46c9-b01a-1179947e1c22,2025-10-08,230832.83,WORKING_CAPITAL,APPROVED,467,2025-10-09 02:52:00
bfd7d2be-f550-4b01-9fa4-3872288a0a00,098bcd5b-0d2f-45d3-8126-8d81f454f4da,2025-10-07,96347.83,WORKING_CAPITAL,APPROVED,560,2025-10-09 02:34:00
52e6a756-6610-440b-bf96-f758d802bd09,c2fdb3f4-701b-4a08-869c-84174fb61288,2025-10-02,228043.59,EQUIPMENT,APPROVED,693,2025-10-09 02:54:00
3b63888e-df18-4b10-9db9-05fc8a692c0f,c2fdb3f4-701b-4a08-869c-84174fb61288,2025-10-09,89617.34,EXPANSION,APPROVED,665,2025-10-09 02:34:00
b39ecd3c-2d20-48c3-8f0c-eb2234071999,576b09cd-7c85-4334-bd42-47759b70f749,2025-10-07,233313.36,INVENTORY,REJECTED,417,2025-10-09 02:27:00
04552872-a315-40b0-8243-8c9c643d7336,0e4c7fd8-4c3e-42f0-9011-765255de0990,2025-10-07,224902.16,PAYROLL,PENDING,396,2025-10-09 02:25:00
f934f0e2-4b96-49c1-89af-0330c3485dba,264c1431-7472-4c4c-a122-de8c53ef26bd,2025-10-08,223353.88,EXPANSION,PENDING,607,2025-10-09 02:53:00
e71de383-3b8f-4a20-b3bd-7f869d8ef98c,c2fdb3f4-701b-4a08-869c-84174fb61288,2025-10-09,177782.18,EQUIPMENT,APPROVED,508,2025-10-09 02:44:00
8008a0ce-7d50-403d-9f4f-3922ebbe4991,6d176db0-5b63-4501-9d7f-9ea20e932f67,2025-10-07,149915.38,EQUIPMENT,APPROVED,428,2025-10-09 02:34:00
f3e05d42-62ad-4710-8a85-13d8ea24015d,576b09cd-7c85-4334-bd42-47759b70f749,2025-10-09,193809.38,EXPANSION,PENDING,455,2025-10-09 02:27:00
c146852b-b29d-48d7-b2d8-6c2babe97aa9,24b7ed7b-26c4-48a7-8a84-1a9dc7d16d30,2025-09-29,148359.92,PAYROLL,APPROVED,491,2025-10-09 02:07:00
233412ec-e298-459c-884c-d9e9e80e8d45,9aa1c87c-8db2-4a9d-985b-a91e823478ad,2025-10-08,35163.00,EQUIPMENT,APPROVED,725,2025-10-09 02:26:00
788e0a03-6e7d-4b9f-94e7-1954f9dfb992,1c05d0f4-0889-4c41-8123-898067ef4103,2025-10-08,187918.34,INVENTORY,REJECTED,584,2025-10-09 02:11:00
6da4ee29-172b-462d-99ea-2f90a0ff4c5f,10dc1d1d-3a22-4eca-a90f-0bbf30ab1ff7,2025-10-07,244817.84,WORKING_CAPITAL,APPROVED,340,2025-10-09 02:04:00
8e1998a4-e6b4-4fd8-b264-a80eb8c8dd82,5d812fdb-1ad4-4763-983d-e8fa075c95f9,2025-10-08,124614.43,EQUIPMENT,APPROVED,316,2025-10-09 02:06:00
e0f1f5e1-8970-4e49-8312-2ad45e98fd70,37d01890-da8d-4c77-9a87-f9d552c8a08d,2025-10-07,160737.85,EXPANSION,APPROVED,713,2025-10-09 02:07:00
39075211-1a14-4a21-8bd6-afb2b7255458,37d01890-da8d-4c77-9a87-f9d552c8a08d,2025-10-09,195331.70,EQUIPMENT,APPROVED,768,2025-10-09 02:19:00
37e2e416-3fbb-45e5-b204-345fe478d181,5d812fdb-1ad4-4763-983d-e8fa075c95f9,2025-10-09,217795.66,PAYROLL,APPROVED,353,2025-10-09 02:07:00
71dbe9d9-638b-49ba-a92a-de9349cb148b,c9059894-6149-4850-9c49-c0b51175a4f9,2025-10-08,58455.39,EQUIPMENT,APPROVED,665,2025-10-09 02:47:00
d45f8668-8432-4289-b02e-3d975b1fd600,576b09cd-7c85-4334-bd42-47759b70f749,2025-10-07,190693.73,EQUIPMENT,APPROVED,797,2025-10-09 02:43:00
0e06e47a-50d4-4df4-8842-65064926b458,417f49e6-cdde-4655-9ccb-90e7bf199e3f,2025-10-08,153924.71,WORKING_CAPITAL,PENDING,631,2025-10-09 02:00:00
abd822b0-b9d1-4ec5-a2db-2dcda219f200,0e4c7fd8-4c3e-42f0-9011-765255de0990,2025-10-07,181891.57,EXPANSION,PENDING,577,2025-10-09 02:49:00
b59f86ff-ee01-418d-b902-675cded63f57,417f49e6-cdde-4655-9ccb-90e7bf199e3f,2025-10-08,122872.23,PAYROLL,PENDING,848,2025-10-09 02:14:00
b59f86ff-ee01-418d-b902-675cded63f57,417f49e6-cdde-4655-9ccb-90e7bf199e3f,2025-10-08,122872.23,PAYROLL,PENDING,848,2025-10-09 02:14:00
71f272b0-df6d-4f45-90f0-84cd8ae3a6d5,5609c3c8-4b3c-4a16-998d-ec4a6ed79fe9,2025-10-09,21195.65,INVENTORY,REJECTED,582,2025-10-09 02:24:00
1c99454a-411c-4e7a-8635-adb8c23b1495,5609c3c8-4b3c-4a16-998d-ec4a6ed79fe9,2025-10-09,41460.14,PAYROLL,PENDING,566,2025-10-09 02:44:00
408c34f5-c83e-40ba-b42e-9c7aae1ca563,56d0c700-f680-47bb-bd31-2e071172eae6,2025-10-08,57345.78,INVENTORY,PENDING,308,2025-10-09 02:18:00
3a3a01df-acee-4f4f-9d34-0df6058e8cad,6d176db0-5b63-4501-9d7f-9ea20e932f67,2025-10-08,164404.72,INVENTORY,APPROVED,826,2025-10-09 02:12:00
1717ba49-6423-4584-bd68-9580a1b00e18,c881b449-cf11-4a14-ae10-3b404623ad13,2025-10-09,29476.79,INVENTORY,APPROVED,791,2025-10-09 02:15:00
