disbursement_id,application_id,merchant_id,disbursed_amount,disbursement_date,interest_rate,term_months,repayment_schedule
e4426060-8b1c-426a-ab61-866944e132de,2e4a4dfd-0d59-4358-bd1b-9b0e562058ac,fef52cda-abe6-465d-978f-fe4eb71cf22a,169394.20,2025-09-30,0.1898,6,DAILY
5215328c-5578-4801-8230-faba6884a51a,ea75b061-800d-48c2-b940-789e13256f4a,60a0c25f-5c88-47d0-9671-64f27704d360,94549.06,2025-09-29,0.1434,12,WEEKLY
637ab09f-89ce-40fb-ae9e-351c8cd3ee5d,a4dc7be1-5d44-4c70-913c-20ddd4eb2d53,098bcd5b-0d2f-45d3-8126-8d81f454f4da,117409.48,2025-09-29,0.1369,12,DAILY
25c291cc-2c7f-4657-823c-e446c16349a1,7d7cb451-fa04-42ac-a735-8e39e0b1b1b6,406e2076-2b6c-41f4-9249-01bd45744bea,91456.22,2025-09-30,0.2341,9,WEEKLY
301955c5-5d89-4207-9b5e-95cd4d7cc58a,7148440d-3bbd-4190-b992-db8180a32e79,4e5f2db8-b636-41c6-adf8-60900519c72d,67503.56,2025-09-30,0.1926,9,MONTHLY
b0d1dbf1-633b-4aa2-b5ad-37cd9bda5004,0497745d-9872-45c2-b35d-497bccff8956,098bcd5b-0d2f-45d3-8126-8d81f454f4da,92626.67,2025-09-29,0.2182,6,MONTHLY
3446b4f0-67d4-4894-83d6-19752154f12c,b399ff58-e52b-4e09-947b-c8253fa36133,1c05d0f4-0889-4c41-8123-898067ef4103,190086.06,2025-10-01,0.1164,18,DAILY
b07e115c-0763-43b8-98bc-fbc30e156b90,0b030c41-9264-4641-8840-3fa9159e4faa,4e5f2db8-b636-41c6-adf8-60900519c72d,150171.42,2025-10-01,0.1663,6,MONTHLY
bf2f19f5-0103-4c7e-9439-4aa404e6ca35,6e46a8c4-4010-457f-bd94-7e5b5df30e4d,417f49e6-cdde-4655-9ccb-90e7bf199e3f,104733.99,2025-10-01,0.1107,9,MONTHLY
56475e24-174d-4a93-9e00-6efe94313aa2,90531375-b4f1-4c68-bd79-2c40a88d81fc,06251a80-1597-49bb-b792-424501228af5,226362.59,2025-09-29,0.1838,18,DAILY
07eb6cde-1797-4a0d-acf7-0ee217ad72b2,3bd537c9-0d35-4890-8fb9-8ed935232a1e,e2817d4a-99c0-4e85-9c2f-7db9bb266202,169627.35,2025-09-30,0.1953,18,WEEKLY
7f9c4935-4359-4c99-8d6a-22f7efcdefbf,857981f0-b426-4760-ae42-d32b2c6ea3ae,60a0c25f-5c88-47d0-9671-64f27704d360,202253.01,2025-09-29,0.2189,9,WEEKLY
7d1fd022-1af0-4b0c-b471-4c0296dbfdf0,457d610b-15b5-4558-aced-920a9b2c24db,4e5f2db8-b636-41c6-adf8-60900519c72d,174687.38,2025-09-30,0.2238,6,WEEKLY
74e958fe-5fbf-40de-92c5-80a118bcd74d,27ba7512-cb1a-4bc1-95bd-10f1926aca6e,4e5f2db8-b636-41c6-adf8-60900519c72d,110742.78,2025-09-30,0.1544,9,WEEKLY
dc90074e-a443-447c-af31-d1daa1b203f7,a34daa70-1195-4f6a-b3db-14a84ccf9316,406e2076-2b6c-41f4-9249-01bd45744bea,5455.50,2025-09-30,0.1201,6,WEEKLY
3525acc6-89e5-4ffb-98e2-593ccc130dd2,aa64edb6-189c-4a6d-896f-d9f865b99a61,0e4c7fd8-4c3e-42f0-9011-765255de0990,177405.56,2025-10-01,0.2145,9,DAILY
e8127d66-d598-4eb6-b6fe-29f93cf121ed,0227e5bc-b31e-4cd8-b770-43c19ff76542,576b09cd-7c85-4334-bd42-47759b70f749,106393.68,2025-09-29,0.1597,6,DAILY
e8127d66-d598-4eb6-b6fe-29f93cf121ed,0227e5bc-b31e-4cd8-b770-43c19ff76542,576b09cd-7c85-4334-bd42-47759b70f749,106393.68,2025-09-29,0.1597,6,DAILY
823072c3-45e6-4fb4-9708-6fd892d943a0,b7f2a716-ad4b-4a6d-9006-8415ec74a815,6c712b76-41c2-4393-9da6-dcbbea3f1274,118499.82,2025-10-01,0.1697,6,WEEKLY
bf8496ce-b2cf-4158-a3cf-276a56308253,d7d6e1ce-e387-4dc3-bf78-c6cc15ab6b22,4aadd1b2-a415-4c70-881b-011131012d73,56341.15,2025-10-01,0.1577,6,WEEKLY
5ae7482e-e18b-4aba-853c-006a361bb4c0,177ffa74-2836-489f-8de6-0e641c91cf79,417f49e6-cdde-4655-9ccb-90e7bf199e3f,59702.28,2025-09-14,0.1295,6,MONTHLY
bf94a5bb-1618-4269-9f61-d1fe40513468,7ddcf04e-eebd-4157-9081-21e34efb4b30,c44e34a8-9fb1-4ed2-aea2-7784e0b7c1a5,7929.85,2025-10-01,0.2457,6,MONTHLY
0950c673-4fbc-4349-8c00-0839aa95ba94,dd5dbb50-5555-4d5b-91ac-011be0498cc9,98ac8061-ff08-491e-9c1d-cd63b7212e1b,54134.41,2025-09-29,0.1599,18,WEEKLY
afa33a61-3ba5-4dc9-9dda-453410c190e8,87a82176-7aec-4034-817e-cac3b082a971,6c712b76-41c2-4393-9da6-dcbbea3f1274,34479.70,2025-09-28,0.1868,12,DAILY
bb7a864e-9380-4c15-b135-5c5444dad4c8,48bf3fb4-d4a1-4272-8b04-dba4c857c6ee,098bcd5b-0d2f-45d3-8126-8d81f454f4da,69941.73,2025-09-29,0.1590,18,MONTHLY
bd013a7e-a647-436a-bfd4-02ce332c860a,7c92bc9e-2125-49c3-a6fe-ee03483b2232,9dc06faa-6c22-48f3-8e0b-eff6a6079d7a,174921.17,2025-09-29,0.1299,6,DAILY
5ddc4c81-703a-465a-a7f1-4126029d841b,08408fca-c13d-43ff-9b61-2287d4ea3ece,6d176db0-5b63-4501-9d7f-9ea20e932f67,142555.84,2025-09-30,0.1723,12,DAILY
db5592ab-fc13-48db-910a-d1f859409dce,0860c769-ca0d-46e9-9b44-25cc73bdb01e,2f5a56ec-ef1c-49d3-95a8-bb0b8551a8fd,51234.93,2025-09-30,0.1915,12,DAILY
3ed41975-0a77-4c40-889b-f224bc5871ae,753cdf98-048a-458f-880d-e02de11a6b45,98ac8061-ff08-491e-9c1d-cd63b7212e1b,24025.36,2025-09-30,0.1457,9,WEEKLY
8106b3a3-1037-4acb-8e50-73eb33c0dae8,852fc065-ec94-4883-afd9-e264a505f065,dfc854ce-179a-4bb8-8387-b9e65798dc42,26114.51,2025-09-29,0.1522,18,MONTHLY
