15428205-2662-4975-a5b5-5b9c2406e5c1,11ee23b5-5a16-46fb-8550-6eb9c5d043a6,b3c84659-c8c7-44b5-9a7a-620b2839b4f8,36307.48,2025-10-06,0.0905,12,DAILY
7fa67af1-3f19-489b-a99c-a9ec3076b447,be37e69a-bb10-4a0b-8d8f-483c84d0f0d6,4aadd1b2-a415-4c70-881b-011131012d73,25283.17,2025-10-05,0.1155,12,DAILY
de079722-4b35-454b-a4f6-920792606bab,41b7e960-fda1-4dbe-a14d-a922f0e3f93a,576b09cd-7c85-4334-bd42-47759b70f749,179168.11,2025-10-05,0.2038,9,DAILY
f0d00a32-2a72-4906-9fea-8c0e7ec10a7c,80c2f0bf-719b-4d0a-a691-6a798962d4a6,0e4c7fd8-4c3e-42f0-9011-765255de0990,182174.33,2025-10-05,0.2139,6,MONTHLY
7b8fb0e0-e36a-4c21-aa41-3121e65f3480,3dad0371-35a9-4f74-88c7-6564d89123da,264c1431-7472-4c4c-a122-de8c53ef26bd,95166.48,2025-10-06,0.1169,18,MONTHLY
be93f3e0-4b2e-4060-b1a3-8e62c70c9824,40444fd8-4eda-428d-8179-5ff753375e45,4db11eda-8a51-4e61-9c3d-d49554a4306b,202420.33,2025-10-05,0.2426,18,WEEKLY
5e48f17b-2600-4e1e-8b74-a34e2ff4d903,0b79881c-0b2d-4cd1-9a54-134055968578,c082bdbf-48d4-4795-9b61-489ff67c5522,170330.52,2025-10-04,0.2024,6,DAILY
e76b8f67-26af-444f-aa0e-663525a0d9f2,3cd1b8a2-4946-42ab-8351-1873ec11a4d1,016fc6ee-3b44-4211-8fcc-e7e35df45aa7,138890.90,2025-10-06,0.0981,18,DAILY
768a0462-871c-40d3-8fb0-082dabbed8ba,73f8e44d-ab5b-4968-907e-bcac29133041,c082bdbf-48d4-4795-9b61-489ff67c5522,235560.06,2025-10-04,0.1441,18,MONTHLY
40438277-bd99-4345-9f8f-54659373a2c8,21dd3f4d-07e8-4db3-be12-98861c7dc6a7,5d812fdb-1ad4-4763-983d-e8fa075c95f9,227712.51,2025-10-05,0.2433,18,DAILY
ec8b5646-75c5-4358-bf79-eca670993620,9991f9e5-a37f-4ee3-a6c2-a92b7ec0112d,f31d7583-c53d-445b-b26d-d5f472b897b9,208156.37,2025-10-05,0.1028,6,DAILY
c906e4d0-9698-4e6f-9788-b3efdefba19c,9481772c-d19d-40e1-a701-1907fb8cc5d2,9dc06faa-6c22-48f3-8e0b-eff6a6079d7a,180191.95,2025-10-02,0.1778,6,MONTHLY
